word,definition
infringe,advance beyond the usual limit
impinge,advance beyond the usual limit
press on,continue moving forward
push on,continue moving forward
plough on,continue moving forward
jam,push down forcibly
string,move or come along
advance,cause to move forward
advance,move forward
set ahead,move forward
withdraw,pull back or move away or backward
retreat,pull back or move away or backward
pull away,pull back or move away or backward
draw back,pull back or move away or backward
recede,pull back or move away or backward
pull back,pull back or move away or backward
retire,pull back or move away or backward
move back,pull back or move away or backward
retrograde,move back
retreat,move back
retrograde,move in a direction contrary to the usual one
retrograde,"move backward in an orbit, of celestial bodies"
pull out,"bring, take, or pull out of a container or from under a cover"
get out,"bring, take, or pull out of a container or from under a cover"
take out,"bring, take, or pull out of a container or from under a cover"
proceed,move ahead; travel onward in time or space
go forward,move ahead; travel onward in time or space
continue,move ahead; travel onward in time or space
move ahead,move ahead; travel onward in time or space
process,march in a procession
back out,move out of a space backwards
back up,move backwards from a certain position
back off,move backwards from a certain position
back down,move backwards from a certain position
dawdle,"hang (back) or fall (behind) in movement, progress, development, etc."
fall back,"hang (back) or fall (behind) in movement, progress, development, etc."
tailgate,follow at a dangerously close distance
follow,"to travel behind, go after, come after"
catch up,reach the point where one should be after a delay
come back,"even the score, in sports"
surmount,reach the highest point of
precede,move ahead (of others) in time or space
draw away,move ahead of (one's competitors) in a race
direct,take somebody somewhere
conduct,take somebody somewhere
mislead,lead someone in the wrong direction or give someone wrong directions
misdirect,lead someone in the wrong direction or give someone wrong directions
misguide,lead someone in the wrong direction or give someone wrong directions
marshal,"lead ceremoniously, as in a procession"
pursue,follow in or as if in pursuit
follow,follow in or as if in pursuit
shadow,"follow, usually without the person's knowledge"
give chase,go after with the intent to catch
go after,go after with the intent to catch
quest,search the trail of (game)
chase away,force to go away; used both with concrete and metaphoric meanings
drive out,force to go away; used both with concrete and metaphoric meanings
turn back,force to go away; used both with concrete and metaphoric meanings
drive away,force to go away; used both with concrete and metaphoric meanings
dispel,force to go away; used both with concrete and metaphoric meanings
drive off,force to go away; used both with concrete and metaphoric meanings
run off,force to go away; used both with concrete and metaphoric meanings
banish,drive away
shoo off,drive away by crying ‘shoo!’
shoo away,drive away by crying ‘shoo!’
ferret,hound or harry relentlessly
run down,pursue until captured
retrace,to go back over again
backtrack,retrace one's course
turn back,retrace one's course
cut back,return in time
flash back,return in time
return,"go or come back to place, condition, or activity where one has been before"
go home,return home
head home,return home
return,return to a previous position; in mathematics
boomerang,return to the initial position from where it came; like a boomerang
arrive,reach a destination; arrive by movement or progress
roll up,arrive in a vehicle:
come in,be received
attain,"reach a point in time, or a certain state or level"
max out,reach a maximum
break even,"attain a level at which there is neither gain nor loss, as in business, gambling, or a competitive sport"
access,reach or gain access to
get at,reach or gain access to
flood in,arrive in great numbers
bottom out,reach the low point
top out,"to reach the highest point; attain maximum intensity, activity"
depart,go away or leave
take leave,go away or leave
quit,go away or leave
fall out,"leave (a barracks) in order to take a place in a military formation, or leave a military formation"
congee,depart after obtaining formal permission
pop off,leave quickly
go forth,go away from a place
go away,go away from a place
walk off,go away from
walk away,go away from
walk out,"leave abruptly, often in protest or anger"
come away,leave in a certain condition
decamp,leave suddenly
vamoose,leave suddenly
buzz off,leave immediately; used usually in the imperative form
fuck off,leave immediately; used usually in the imperative form
bugger off,leave immediately; used usually in the imperative form
run off,leave suddenly and as if in a hurry
run out,leave suddenly and as if in a hurry
bolt out,leave suddenly and as if in a hurry
beetle off,leave suddenly and as if in a hurry
ride off,"ride away on a horse, for example"
ride away,"ride away on a horse, for example"
go out,take the field
linger,leave slowly and hesitantly
dawdle,waste time
derail,run off or leave the rails
jump,run off or leave the rails
derail,cause to run off the tracks
transfer,move around
shuffle,"move about, move back and forth"
transship,transfer for further transportation from one ship or conveyance to another
bunker,transfer cargo from a ship to a warehouse
carry over,transfer from one time period to the next
displace,"cause to move, usually with force or pressure"
force out,"press, force, or thrust out of a small space"
crowd out,"press, force, or thrust out of a small space"
evacuate,move people from their homes or country
depart,depart for someplace
start out,depart for someplace
set forth,depart for someplace
set off,depart for someplace
set out,depart for someplace
take off,depart for someplace
take off,depart from the ground
lift off,depart from the ground
roar off,leave at high speed making a loud sound
blaze,move rapidly and as if blazing
blaze out,move rapidly and as if blazing
sally out,"set out in a sudden, energetic or violent manner"
pull out,move out or away
get out,move out or away
pull in,of trains; move into (a station)
get in,of trains; move into (a station)
move in,of trains; move into (a station)
draw in,of trains; move into (a station)
exit,move out of or depart from
go out,move out of or depart from
get out,move out of or depart from
get off,"leave a vehicle, aircraft, etc."
detrain,leave a train
deplane,get off an airplane
step out,go outside a room or building for a short period of time
come in,to come or go into
get into,to come or go into
get in,to come or go into
go into,to come or go into
move into,to come or go into
walk in,enter by walking
call at,enter a harbor
out in,enter a harbor
plump in,arrive suddenly and unannounced
plump out,depart suddenly
take water,enter the water
turn in,make an entrance by turning from a road
edge in,push one's way into (a space)
edge up,push one's way into (a space)
get on,"get on board of (trains, buses, ships, aircraft, etc.)"
emplane,board a plane
enplane,board a plane
intrude,enter uninvited
irrupt,enter uninvited
bother,intrude or enter uninvited
barge in,enter uninvited; informal
gate-crash,enter uninvited; informal
move in on,make intrusive advances towards
muscle,make one's way by force
transgress,pass beyond (limits or boundaries)
trespass,pass beyond (limits or boundaries)
overstep,pass beyond (limits or boundaries)
intrude on,"to intrude upon, infringe, encroach on, violate"
invade,"to intrude upon, infringe, encroach on, violate"
foray into,enter someone else's territory and take spoils
maraud,raid and rove in search of booty
infest,invade in great numbers
overrun,invade in great numbers
attain,"reach a destination, either real or abstract"
arrive at,"reach a destination, either real or abstract"
summit,reach the summit (of a mountain)
breast,reach the summit (of a mountain)
culminate,"reach the highest altitude or the meridian, of a celestial body"
get to,reach a goal
ground,hit or reach the ground
ground,bring to the ground
strand,bring to the ground
run into,come together
encounter,come together
run across,come together
intersect,meet at a point
congregate,"come together, usually for a purpose"
fort up,"gather in, or as if in, a fort, as for protection or defense"
convene,meet formally
reconvene,meet again
cluster,come together as in a cluster or flock
accompany,go or travel along with
escort,accompany as an escort
escort,conduct someone someplace
squire,attend upon as a squire; serve as a squire
safeguard,escort safely
convoy,escort in transit
chaperone,accompany as a chaperone
chaperon,accompany as a chaperone
body guard,accompany and protect from physical harm
tag along,"go along with, often uninvited"
huddle,crowd or draw together
bunch up,form into a bunch
overcrowd,crowd together too much
surcharge,fill to capacity with people
overcrowd,cause to crowd together too much
stream,move in large numbers
pullulate,move in large numbers
disperse,move away from each other
dissipate,move away from each other
scatter,move away from each other
spread out,move away from each other
volley,be dispersed in a volley
break up,disband
diffract,undergo diffraction
disband,stop functioning or cohering as a unit
dissolve,stop functioning or cohering as a unit
separate,go one's own way; move apart
disperse,to cause to separate and go in different directions
dissipate,to cause to separate and go in different directions
dispel,to cause to separate and go in different directions
break up,to cause to separate and go in different directions
scatter,to cause to separate and go in different directions
disband,cause to break up or cease to function
separate,make a division or separation
divide,make a division or separation
rail off,separate with a railing
detach,"separate (a small unit) from a larger, especially for a special assignment"
shut off,isolate or separate
close off,isolate or separate
avulse,separate by avulsion
sprawl,"go, come, or spread in a rambling or irregular way"
straggle,"go, come, or spread in a rambling or irregular way"
diverge,move or draw apart
converge,move or draw together at a certain location
swerve,turn sharply; change direction abruptly
peel off,leave a formation
deflect,turn aside and away from an initial or intended course
deflect,"turn from a straight course, fixed direction, or line of interest"
turn away,"turn from a straight course, fixed direction, or line of interest"
turn away,turn away or aside
recurve,curve or bend (something) back or down
overarch,form an arch over
arch over,form an arch over
camber,curve upward in the middle
hunch over,round one's back by bending forward and drawing the shoulders forward
straighten,straighten up or out; make straight
unbend,straighten up or out; make straight
flex,form a curve
incurvate,bend inwards
retroflex,bend or turn backward
replicate,bend or turn backward
line up,arrange in ranks
line up,"form a queue, form a line, stand in line"
queue up,"form a queue, form a line, stand in line"
queue,"form a queue, form a line, stand in line"
flex,contract
incline,be at an angle
ascend,slope upwards
weather,cause to slope
lean back,move the upper body backwards and down
recline,move the upper body backwards and down
fall back,fall backwards and down
decline,go down
ripple,stir up (water) so as to form ripples
ruffle,stir up (water) so as to form ripples
riffle,stir up (water) so as to form ripples
cockle,stir up (water) so as to form ripples
undulate,stir up (water) so as to form ripples
curtsy,bend the knees in a gesture of respectful greeting
curtsey,bend the knees in a gesture of respectful greeting
scrape,bend the knees and bow in a servile manner
kowtow,bend the knees and bow in a servile manner
genuflect,bend the knees and bow in a servile manner
genuflect,bend the knees and bow in church or before a religious superior or image
billow,"rise and move, as in waves or billows"
billow,rise up as if in waves
wallow,rise up as if in waves
billow,move with great difficulty
crumble,fall apart
crumple,fall apart
tumble,fall apart
break down,fall apart
collapse,fall apart
burrow,move through by or as by digging
tunnel,move through by or as by digging
circulate,move around freely from person to person or from place to place
circulate,"move through a space, circuit or system, returning to the starting point"
ventilate,circulate through and freshen
circulate,cause to move in a circuit or system
convect,circulate hot air by convection
circulate,cause to be distributed
pass on,cause to be distributed
distribute,cause to be distributed
revolve,move in an orbit
circle,move in a circular path above (someone or something)
revolve,turn on or around an axis or a center
go around,turn on or around an axis or a center
rotate,turn on or around an axis or a center
turn out,turn outward
spread out,turn outward
rotate,turn outward
rotate,cause to turn on an axis or center
cartwheel,do cartwheels: perform an acrobatic movement using both hands and feet
swivel,turn on a pivot
gyrate,revolve quickly and repeatedly around one's own axis
whirligig,whirl or spin like a whirligig
centrifuge,rotate at very high speed in order to separate the liquids from the solids
whirlpool,"flow in a circular current, of liquids"
tumble,fly around
pirouette,"do a pirouette, usually as part of a dance"
twiddle,turn in a twisting or spinning motion
gyrate,to wind or move in a spiral course
spiral,to wind or move in a spiral course
corkscrew,move in a spiral or zigzag course
spiral,move in a spiral or zigzag course
overtake,travel past
overhaul,travel past
get by,pass or move in front of
negotiate,"succeed in passing through, around, or over"
negociate,"succeed in passing through, around, or over"
cycle on,come to the starting point of a cycle
fumble,make one's way clumsily or blindly
blunder,make one's way clumsily or blindly
travel by,move past
pass by,move past
surpass,move past
go past,move past
run by,pass by while running
fly by,pass by while flying
make pass,cause to pass
recycle,cause to repeat a cycle
pass off,cause to be circulated and accepted in a false character or identity
bushwhack,cut one's way through the woods or bush
zip by,move by very quickly
fly by,move by very quickly
whisk by,move by very quickly
approach,move towards
come on,move towards
draw near,move towards
draw close,move towards
come near,move towards
close in,advance or converge on
draw in,advance or converge on
unfold,extend or stretch out to a greater or the full length
stretch,extend or stretch out to a greater or the full length
extend,extend or stretch out to a greater or the full length
shoot down,move quickly and violently
charge,move quickly and violently
zoom,move along very quickly
zoom along,move along very quickly
whizz,move along very quickly
zip,move very fast
zoom,move with a low humming noise
stampede,run away in a stampede
rout out,force or drive out
drive out,force or drive out
force out,force or drive out
smoke out,drive out with smoke
cut in,drive in front of another vehicle leaving too little space for that vehicle to maneuver comfortably
chauffeur,drive someone in a vehicle
bustle,move or cause to move energetically or busily
hustle,move or cause to move energetically or busily
fidget,move restlessly
linger,take one's time; proceed slowly
dawdle,take one's time; proceed slowly
get behind,to lag or linger behind
hang back,to lag or linger behind
drop back,to lag or linger behind
hotfoot,move hurridly
hasten,move hurridly
pelt along,move hurridly
rush along,move hurridly
belt along,move hurridly
step on it,move hurridly
rush off,depart in a hurry
rush away,depart in a hurry
diffuse,move outward
spread,move outward
spread out,move outward
fan out,move outward
percolate,spread gradually
flinch,"draw back, as with fear or pain"
squinch,"draw back, as with fear or pain"
cringe,"draw back, as with fear or pain"
shrink,"draw back, as with fear or pain"
recoil,"draw back, as with fear or pain"
quail,"draw back, as with fear or pain"
retract,pull away from a source of disgust or fear
commute,"travel back and forth regularly, as between one's place of work and home"
shuttle,travel back and forth between two points
hurtle,make a thrusting forward movement
thrust,make a thrusting forward movement
riposte,make a return thrust
crouch,bend one's back forward from the waist on down
incline,"lower or bend (the head or upper body), as in a nod or bow"
squinch,crouch down
double,"bend over or curl up, usually with laughter or pain"
double up,"bend over or curl up, usually with laughter or pain"
uncurl,move out of a curled position
prostrate,"get into a prostrate position, as in submission"
bow down,"get into a prostrate position, as in submission"
cringe,show submission or fear
grovel,show submission or fear
huddle,crouch or curl up
throng,press tightly together or cram
jam,press tightly together or cram
pounce,move down on as if in an attack
deviate,turn aside; turn away from
divert,turn aside; turn away from
deviate,cause to turn away from a previous or expected course
perturb,"cause a celestial body to deviate from a theoretically regular orbital motion, especially as a result of interposed or extraordinary gravitational pull"
perturb,disturb or interfere with the usual path of an electron or atom
detour,travel via a detour
sidetrack,wander from a direct or straight course
depart,wander from a direct or straight course
digress,wander from a direct or straight course
straggle,wander from a direct or straight course
flux,move or progress freely as if in a stream
transpire,"pass through the tissue or substance or its pores or interstices, as of gas"
course,"move along, of liquids"
course,move swiftly through or over
run off,run off as waste
run down,move downward
whoosh,gush or squirt out
whoosh,move with a whooshing sound
whoosh,move with a sibilant sound
effuse,pour out liberally
pour out,pour out liberally
run out,"flow, run or fall out and become lost"
spill over,be disgorged
spill out,be disgorged
pour out,be disgorged
decant,"pour out gradually, so as to separate out sediment"
pour out,"pour out gradually, so as to separate out sediment"
stream,flow freely and abundantly
well out,flow freely and abundantly
stream,"to extend, wave or float outward, as if in the wind"
trickle,"run or flow slowly, as in drops or in an unsteady stream"
dribble,"run or flow slowly, as in drops or in an unsteady stream"
filter,"run or flow slowly, as in drops or in an unsteady stream"
cascade,"rush down in big quantities, like a cascade"
run out,flow off gradually
percolate,permeate or penetrate gradually
ooze,pass gradually or leak through or as if through small openings
overflow,flow or run over (a limit or brim)
overrun,flow or run over (a limit or brim)
well over,flow or run over (a limit or brim)
run over,flow or run over (a limit or brim)
brim over,flow or run over (a limit or brim)
geyser,to overflow like a geyser
ratchet,move by degrees in one direction only
rachet up,move by degrees in one direction only
elapse,for time to move forward
slip by,for time to move forward
glide by,for time to move forward
slip away,for time to move forward
slide by,for time to move forward
go along,for time to move forward
vanish,pass away rapidly
break out,move away or escape suddenly
break away,move away or escape suddenly
shake off,get rid of
throw off,get rid of
abscond,run away; usually includes taking something or somebody along
decamp,run away; usually includes taking something or somebody along
run off,run away; usually includes taking something or somebody along
go off,run away; usually includes taking something or somebody along
make off,run away; usually includes taking something or somebody along
levant,run off without paying a debt
run off,run away secretly with one's beloved
exfiltrate,"escape furtively, as from an area under enemy control"
exfiltrate,transfer secretly out of an area under enemy control
escape,run away from confinement
get away,run away from confinement
scarper,flee; take to one's heels; cut and run
turn tail,flee; take to one's heels; cut and run
run away,flee; take to one's heels; cut and run
escape,flee; take to one's heels; cut and run
break away,flee; take to one's heels; cut and run
skedaddle,"run away, as if in a panic"
slip away,leave furtively and stealthily
steal away,leave furtively and stealthily
sneak away,leave furtively and stealthily
sneak off,leave furtively and stealthily
sneak out,leave furtively and stealthily
slip out,leave furtively and stealthily
vacate,leave behind empty; move out of
abandon,leave behind empty; move out of
decamp,leave a camp
break camp,leave a camp
eject,"leave an aircraft rapidly, using an ejection seat or capsule"
expand,extend in one or more directions
spread out,extend in one or more directions
dispread,spread abroad or out
bush out,grow outward
convey,take something or somebody with oneself somewhere
return,bring back to the point of departure
take back,bring back to the point of departure
bring back,bring back to the point of departure
bring in,bring in a new person or object into a familiar environment
introduce,bring in a new person or object into a familiar environment
insinuate,introduce or insert (oneself) in a subtle manner
interpose,to put forth by way of intervention
church,perform a special church rite or service for
carry over,transport from one place or state to another
impart,transmit or serve as the medium for transmission
conduct,transmit or serve as the medium for transmission
transmit,transmit or serve as the medium for transmission
convey,transmit or serve as the medium for transmission
channel,transmit or serve as the medium for transmission
wash up,carry somewhere (of water or current or waves)
pipe in,bring in through pipes
bring in,convey
retransmit,transmit again
pronate,turn the forearm or the hand so that the palm is directed downwards
outstrip,go far ahead of
distance,go far ahead of
protrude,bulge outward
pop out,bulge outward
bulge out,bulge outward
bug out,bulge outward
come out,bulge outward
career,move headlong at high speed
circuit,make a circuit
spread,strew or distribute over an area
scatter,strew or distribute over an area
spread out,strew or distribute over an area
manure,"spread manure, as for fertilization"
birdlime,spread birdlime on branches to catch birds
circumfuse,spread something around something
collapse,fold or close up
concertina,collapse like a concertina
bestir,become active
debouch,march out (as from a defile) into open ground
march out,march out (as from a defile) into open ground
flurry,move in an agitated or confused manner
frogmarch,march a person against their will by any method
gutter,flow in small streams
mantle,"spread over a surface, like a mantle"
outflank,go around the flank of (an opposing army)
go around,go around the flank of (an opposing army)
propagate,travel through the air
undock,move out of a dock
upstage,"move upstage, forcing the other actors to turn away from the audience"
welter,"toss, roll, or rise and fall in an uncontrolled way"
remove,"shift the position or location of, as for business, legal, educational, or military purposes"
transfer,"shift the position or location of, as for business, legal, educational, or military purposes"
stampede,cause to run in panic
strand,drive (a vessel) ashore
streak,move quickly in a straight line
wind up,give a preliminary swing to the arm pitching
transfer,change from one vehicle or transportation line to another
change,change from one vehicle or transportation line to another
thunder,"move fast, noisily, and heavily"
step up,make oneself visible; take action
come out,make oneself visible; take action
turn over,cause to move around a center so as to show another side of
supinate,"turn (the hand or forearm) so that the back is downward or backward, or turn out (the leg)"
step on,place or press the foot on
tread on,place or press the foot on
hurtle,move with or as if with a rushing sound
retreat,"move away, as for privacy"
cocoon,"retreat as if into a cocoon, as from an unfriendly environment"
high-tail,retreat at full speed
hightail,retreat at full speed
whistle,"move with, or as with, a whistling sound"
whistle,"move, send, or bring as if by whistling"
thresh,move like a flail; thresh about
thrust,press or force
squeeze,press or force
bed-hop,be sexually active with more than one partner
bedhop,be sexually active with more than one partner
singsong,move as if accompanied by a singsong
island hop,travel from one island to the next
hustle,cause to move furtively and hurriedly
plough,move in a way resembling that of a plow cutting into or going through the soil
topple,cause to topple or tumble by pushing
tumble,cause to topple or tumble by pushing
jackrabbit,"go forward or start with a fast, sudden movement"
come out,drop out
fall out,drop out
make way,get out of the way
curl up,shape one's body into a curl
draw in,shape one's body into a curl
sit up,change to an upright sitting position
interpose,be or come between
run away,escape from the control of
precess,move in a gyrating fashion
travel,"travel from place to place, as for the purpose of finding work, preaching, or acting as a judge"
itinerate,"travel from place to place, as for work"
advect,convey by horizontal mass movement of a fluid
wander,go via an indirect route or at no set pace
ascend,go along towards (a river's) source
snowshoe,travel on snowshoes
beetle,fly or go in a manner resembling a beetle
lateralize,move or displace to one side so as to make lateral
translate,subject to movement in which every part of the body moves parallel to and the same distance as every other point on the body
strike,drive something violently into a location
teleport,transport by dematerializing at one point and assembling at another
snowboard,glide down a snow-covered slope while standing on a board
jump,jump down from an elevated point
jump off,jump down from an elevated point
jigg,dancing in a style associated with the South Louisiana club scene
record,be aware of
register,be aware of
perceive,to become aware of through the senses
comprehend,to become aware of through the senses
apperceive,perceive in terms of a past experience
pick up,register (perceptual input)
receive,register (perceptual input)
divine,perceive intuitively or through some inexplicable perceptive powers
chiromance,divine by reading someone's palms
experience,go through (mental or physical states or experiences)
receive,go through (mental or physical states or experiences)
undergo,go through
receive,receive as a retribution or punishment
strike,cause to experience suddenly
come to,cause to experience suddenly
suffer,undergo or be subjected to
endure,undergo or be subjected to
tolerate,have a tolerance for a poison or strong drug or pathogen or environmental condition
suffer,undergo or suffer
experience,undergo or live through a difficult experience
go through,undergo or live through a difficult experience
enjoy,have for one's benefit
subject,cause to experience or suffer or make liable or vulnerable to
vitriol,expose to the effects of vitriol or injure with vitriol
shipwreck,cause to experience shipwreck
refract,subject to refraction
expose,expose or make accessible to some action or influence
ventilate,expose to the circulation of fresh air so as to retard spoilage
insolate,expose to the rays of the sun or affect by exposure to the sun
solarize,expose to the rays of the sun or affect by exposure to the sun
solarise,expose to the rays of the sun or affect by exposure to the sun
air out,expose to fresh air
aerate,expose to fresh air
overexpose,expose excessively
expose,"expose to light, of photographic film"
overexpose,expose to too much light
solarize,overexpose to sunlight
solarise,overexpose to sunlight
solarize,become overexposed
solarise,become overexposed
solarize,"reverse some of the tones of (a negative or print) and introduce pronounced outlines of highlights, by exposing it briefly to light, then washing and redeveloping it"
solarise,"reverse some of the tones of (a negative or print) and introduce pronounced outlines of highlights, by exposing it briefly to light, then washing and redeveloping it"
benumb,make numb or insensitive
bedaze,overcome as with astonishment or disbelief
daze,overcome as with astonishment or disbelief
stupefy,make dull or stupid or muddle with drunkenness or infatuation
sensitize,cause to sense; make sensitive
sensitise,cause to sense; make sensitive
stimulate,stir feelings in
excite,stir feelings in
fellate,provide sexual gratification through oral stimulation
go down on,provide sexual gratification through oral stimulation
thrill,cause to be thrilled by some perceptual input
quicken,make keen or more acute
pick up,"perceive with the senses quickly, suddenly, or momentarily"
notice,notice or perceive
take note,observe with care or pay close attention to
observe,observe with care or pay close attention to
ignore,fail to notice
pass up,fail to acknowledge
glimpse,catch a glimpse of or see briefly
scratch,scrape or rub as if to relieve itching
tickle,"touch (a body part) lightly so as to excite the surface nerves and cause uneasiness, laughter, or spasmodic movements"
titillate,"touch (a body part) lightly so as to excite the surface nerves and cause uneasiness, laughter, or spasmodic movements"
vellicate,"touch (a body part) lightly so as to excite the surface nerves and cause uneasiness, laughter, or spasmodic movements"
nettle,sting with or as with nettles and cause a stinging pain or sensation
urticate,sting with or as with nettles and cause a stinging pain or sensation
urticate,whip with or as with nettles
twinge,"feel a sudden sharp, local pain"
hunger,feel the need to eat
thirst,feel the need to drink
act up,make itself felt as a recurring pain
tingle,cause a stinging or tingling sensation
prickle,cause a stinging or tingling sensation
prickle,cause a prickling sensation
twinge,cause a stinging pain
salute,become noticeable
sniff out,recognize or detect by or as if by smelling
scent out,recognize or detect by or as if by smelling
smell out,recognize or detect by or as if by smelling
nose out,recognize or detect by or as if by smelling
odorize,cause to smell or be smelly
odourise,cause to smell or be smelly
stink up,cause to smell bad; fill with a bad smell
smell up,cause to smell bad; fill with a bad smell
stink out,cause to smell bad; fill with a bad smell
snuffle,sniff or smell inquiringly
perfume,fill or impregnate with an odor
aromatize,fill or impregnate with an odor
aromatise,fill or impregnate with an odor
incense,perfume especially with a censer
thurify,perfume especially with a censer
deodorize,eliminate the odor from
deodorise,eliminate the odor from
deodourise,eliminate the odor from
fumigate,"treat with fumes, expose to fumes, especially with the aim of disinfecting or eradicating pests"
discover,see for the first time; make a discovery
witness,be a witness to
eyewitness,be present at an event and see it with one's own eyes
look on,observe without intervening
witness,perceive or be contemporaneous with
get a look,see something for a brief time
behold,see with attention
consider,look at carefully; study mentally
look at,look at carefully; study mentally
examine,"observe, check out, and look over carefully or inspect"
get a load,look at with attention
look back,look towards one's back
look away,avert one's gaze
see double,see things as if they were there twice
gaze,look at with fixed eyes
stare down,overcome or cause to waver or submit by (or as if by) staring
outstare,overcome or cause to waver or submit by (or as if by) staring
outface,overcome or cause to waver or submit by (or as if by) staring
regard,look at attentively
consider,look at attentively
stargaze,observe the stars
appear,give a certain impression of being something or having a certain aspect
pass off,be accepted as something or somebody in a false character or identity
appear,"(of a proposition) seem to be true, probable, or apparent"
dissonate,be dissonant or harsh
pierce,sound sharply or shrilly
reflect,to throw or bend back (from a surface)
reflect,show an image of
reflect,manifest or bring back
redound,return or recoil
disclose,reveal to view as by removing a cover
expose,reveal to view as by removing a cover
uncover,reveal to view as by removing a cover
project,project on a screen
silhouette,"project on a background, such as a screen, like a silhouette"
do justice,bring out fully or to advantage
develop,make visible by means of chemical solutions
redevelop,"develop for a second time, in order to improve the contrast, colour, etc., of a negative or print"
show up,be or become visible or noticeable
register,show in one's face
screen,project onto a screen for viewing
expose,"to show, make visible or apparent"
exhibit,"to show, make visible or apparent"
display,"to show, make visible or apparent"
produce,bring out for display
turn on,produce suddenly or automatically
hold up,hold up something as an example; hold up one's achievements for admiration
flaunt,display proudly; act ostentatiously or pretentiously
show off,display proudly; act ostentatiously or pretentiously
ostentate,display proudly; act ostentatiously or pretentiously
flex,exhibit the strength of
splurge,be showy or ostentatious
brandish,exhibit aggressively
posture,assume a posture as for artistic purposes
bring out,make manifest
unveil,make manifest
reveal,make manifest
excavate,recover through digging
unearth,recover through digging
dig up,"remove, harvest, or recover by digging"
dig out,"remove, harvest, or recover by digging"
trot out,bring out and show for inspection and admiration
unfold,open to the view
reveal,disclose directly or through prophets
express,manifest the effects of (a gene or genetic trait)
conceal,prevent from being seen or discovered
secrete,place out of sight; keep secret
occult,hide from view
obstruct,shut out from view or get in the way so as to hide from sight
hide out,"be or go into hiding; keep out of sight, as for protection and safety"
stow away,hide aboard a ship or a plane to get free transportation
hole up,remain secluded or in hiding
lie low,"keep a low profile, try to be inconspicuous"
conceal,hold back; keep from being perceived by others
hold back,hold back; keep from being perceived by others
hold in,hold back; keep from being perceived by others
dissemble,hide under a false appearance
masquerade,take part in a masquerade
whitewash,"cover up a misdemeanor, fault, or error"
gloss over,"cover up a misdemeanor, fault, or error"
sleek over,"cover up a misdemeanor, fault, or error"
hush up,"cover up a misdemeanor, fault, or error"
cover up,hide from view or knowledge
harbor,hold back a thought or feeling about
harbour,hold back a thought or feeling about
shield,hold back a thought or feeling about
exhibit,give an exhibition of to an interested audience
present,give an exhibition of to an interested audience
condemn,demonstrate the guilt of (someone)
attaint,condemn by attainder
occult,become concealed or hidden from view or have its light extinguished
x-ray,examine by taking x-rays
candle,examine eggs for freshness by holding them against a light
autopsy,perform an autopsy on a dead body; do a post-mortem
auscultate,examine by auscultation
survey,look over carefully or inspect
rubberneck,strain to watch; stare curiously
take in,see or watch
visualize,view the outline of by means of an X-ray
visualise,view the outline of by means of an X-ray
spectate,be a spectator in a sports event
preview,watch (a movie or play) before it is released to the general public
look out,"be vigilant, be on the lookout or be careful"
watch out,"be vigilant, be on the lookout or be careful"
run down,examine hastily
peruse,examine or consider with attention and in detail
riffle,look through a book or other written material
zoom in,examine closely; focus one's attention on
size up,"to look at critically or searchingly, or in minute detail"
take stock,"to look at critically or searchingly, or in minute detail"
scrutinize,"to look at critically or searchingly, or in minute detail"
scrutinise,"to look at critically or searchingly, or in minute detail"
search,search or seek
cruise,look for a sexual partner in a public place
prospect,search for something desirable
descry,catch sight of
detect,"discover or determine the existence, presence, or fact of by perception with the eyes"
observe,"discover or determine the existence, presence, or fact of by perception with the eyes"
discover,"discover or determine the existence, presence, or fact of by perception with the eyes"
notice,"discover or determine the existence, presence, or fact of by perception with the eyes"
rediscover,discover again
vanish,become invisible or unnoticeable
disappear,become invisible or unnoticeable
go away,become invisible or unnoticeable
bob under,"disappear suddenly, as if under the surface of a body of water"
produce,bring onto the market or release
bring on,bring onto the market or release
bring out,bring onto the market or release
crop up,appear suddenly or unexpectedly; happen unexpectedly
pop up,appear suddenly or unexpectedly; happen unexpectedly
pop out,appear suddenly or unexpectedly; happen unexpectedly
burst out,appear suddenly or unexpectedly; happen unexpectedly
obscure,make less visible or unclear
becloud,make less visible or unclear
obnubilate,make less visible or unclear
haze over,make less visible or unclear
film over,become glassy; lose clear vision
glaze over,become glassy; lose clear vision
overshadow,cast a shadow upon
eclipse,cause an eclipse of (a celestial body) by intervention
occult,cause an eclipse of (a celestial body) by intervention
disguise,make unrecognizable
camouflage,disguise by camouflaging; exploit the natural surroundings to disguise something
orient,determine one's position with reference to another point
orientate,determine one's position with reference to another point
guide on,use as a guide
reorient,"orient once again, after a disorientation"
disorient,cause to be lost or disoriented
twinkle,gleam or glow intermittently
winkle,gleam or glow intermittently
flicker,flash intermittently
beat down,shine hard
beacon,shine like a beacon
radiate,cause to be seen by emitting light as if in rays
glimmer,"shine brightly, like a star or a light"
fluoresce,exhibit or undergo fluorescence
radiate,"have a complexion with a strong bright color, such as red or pink"
refocus,focus once again
dazzle,"to cause someone to lose clear vision, especially from intense light"
bedazzle,"to cause someone to lose clear vision, especially from intense light"
daze,"to cause someone to lose clear vision, especially from intense light"
glitter,"be shiny, as if wet"
glisten,"be shiny, as if wet"
spangle,glitter as if covered with spangles
monitor,keep tabs on; keep an eye on; keep under surveillance
supervise,keep tabs on; keep an eye on; keep under surveillance
monitor,"check, track, or observe by means of a receiver"
goggle,look with amazement; look stupidly
admire,look at with admiration
