word,definition
ENL,an inflammatory complication of leprosy that results in painful skin lesions on the arms and legs and face
flare,reddening of the skin spreading outward from a focus of infection or irritation
lupus,any of several forms of ulcerative skin disease
polyp,a small vascular growth on the surface of a mucous membrane
tumor,an abnormal new mass of tissue that serves no purpose
gumma,a small rubbery granuloma that is characteristic of an advanced stage of syphilis
myoma,a benign tumor composed of muscle tissue
AMD,macular degeneration that is age-related
BSE,a fatal disease of cattle that affects the central nervous system; causes staggering and agitation
lyssa,an acute viral disease of the nervous system of warm-blooded animals (usually transmitted by the bite of a rabid animal); rabies is fatal if the virus reaches the brain
mange,a persistent and contagious disease of the skin causing inflammation and itching and loss of hair; affects domestic animals (and sometimes people)
pip,a disease of poultry
gall,an open sore on the back of a horse caused by ill-fitting or badly adjusted saddle
rust,a plant disease that produces a reddish-brown discoloration of leaves and stems; caused by various rust fungi
ergot,a plant disease caused by the ergot fungus
wilt,any plant disease characterized by drooping and shriveling; usually caused by parasites attacking the roots
smut,destructive diseases of plants (especially cereal grasses) caused by fungi that produce black powdery masses of spores
bunt,disease of wheat characterized by replacement of the grains with greasy masses of smelly smut spores
leak,soft watery rot in fruits and vegetables caused by fungi
hurt,any physical damage to the body caused by violence or accident or fracture etc.; the condition of an injury
harm,any physical damage to the body caused by violence or accident or fracture etc.; the condition of an injury
cut,a wound made by cutting
gash,a wound made by cutting
slash,a wound made by cutting
slice,a wound made by cutting
bite,a wound resulting from biting by an animal or a person
mouse,a swollen bruise caused by a blow to the eye
bump,a lump on the body caused by a blow
burn,an injury caused by exposure to heat or chemicals or radiation
singe,a surface burn
scald,a burn cause by hot liquid or steam
tan,a browning of the skin resulting from exposure to the rays of the sun
break,breaking of hard tissue such as bone
pinch,an injury resulting from getting some body part squeezed
sting,a painful wound caused by the thrust of an insect's stinger into skin
bite,a painful wound caused by the thrust of an insect's stinger into skin
wale,a raised mark on the skin (as produced by the blow of a whip); characteristic of many allergic reactions
welt,a raised mark on the skin (as produced by the blow of a whip); characteristic of many allergic reactions
weal,a raised mark on the skin (as produced by the blow of a whip); characteristic of many allergic reactions
wheal,a raised mark on the skin (as produced by the blow of a whip); characteristic of many allergic reactions
wound,an injury to living tissue (especially an injury involving a cut or break in the skin)
twist,a sharp strain on muscles or ligaments
pull,a sharp strain on muscles or ligaments
sign,(medicine) any objective evidence of the presence of a disorder or disease
aura,a sensation (as of a cold breeze or bright light) that precedes the onset of certain disorders such as a migraine attack or epileptic seizure
FAS,a congenital medical condition in which body deformation occurs or facial development or mental ability is impaired because the mother drinks alcohol during pregnancy
PMS,a syndrome that occurs in many women from 2 to 14 days before the onset of menstruation
SIDS,sudden and unexpected death of an apparently healthy infant during sleep
head,the tip of an abscess (where the pus accumulates)
lump,an abnormal protuberance or localized enlargement
bloat,swelling of the rumen or intestinal tract of domestic animals caused by excessive gas
bubo,a lymph node that is inflamed and swollen because of plague or gonorrhea or tuberculosis
palsy,a condition marked by uncontrollable tremor
edema,"swelling from excessive accumulation of watery fluid in cells, tissues, or serous cavities"
rash,any red eruption of the skin
hives,an itchy skin eruption characterized by weals with pale interiors and well-defined red margins; usually the result of an allergic response to insect bites or food or drugs
pain,a symptom of some physical hurt or disorder
ache,a dull persistent (usually moderately intense) pain
agony,a state of acute pain
throe,severe spasm of pain
burn,pain that feels hot as if it were on fire
colic,acute abdominal pain (especially in infants)
piles,venous swelling external or internal to the anal sphincter
pang,a sharp spasm of pain
pang,a mental pain or distress
sting,a mental pain or distress
smart,a kind of pain such as that caused by a wound or a burn or a sore
sting,a kind of pain; something as sudden and painful as being stung
chafe,soreness and warmth caused by friction
throb,a deep pulsating type of pain
pock,a pustule in an eruptive disease
flush,sudden brief sensation of heat (associated with menopause and some mental disorders)
rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat
chill,a sensation of cold that often marks the start of an infection and the development of a fever
ague,successive stages of chills and fever that is a symptom of malaria
SSPE,a rare chronic progressive encephalitis caused by the measles virus and occurring primarily in children and young adults; death usually occurs within three years; characterized by primary measles infection before the age of two years
cough,a sudden noisy expulsion of air from the lungs that clears the air passages; a common symptom of upper respiratory infection or bronchitis or pneumonia or tuberculosis
spasm,a painful and involuntary muscular contraction
cramp,a painful and involuntary muscular contraction
crick,a painful muscle spasm especially in the neck or back (‘rick’ and ‘wrick’ are British)
kink,a painful muscle spasm especially in the neck or back (‘rick’ and ‘wrick’ are British)
rick,a painful muscle spasm especially in the neck or back (‘rick’ and ‘wrick’ are British)
wrick,a painful muscle spasm especially in the neck or back (‘rick’ and ‘wrick’ are British)
tic,a local and habitual twitching especially in the face
PVC,irregularity of cardiac rhythm; recurrent occurrences can be a precursor of ventricular fibrillation
scar,a mark left (usually on the skin) by the healing of injured tissue
corn,a hard thickening of the skin (especially on the top or sides of the toes) caused by the pressure of ill-fitting shoes
spots,spots before the eyes caused by opaque cell fragments in the vitreous humor and lens
fever,a rise in the temperature of the body; frequently a symptom of infection
BPH,enlarged prostate; appears to be part of the natural aging process
apnea,transient cessation of respiration
SOB,a dyspneic condition
yips,nervous tension that causes an athlete to fail (especially causes golfers to miss short putts)
trip,a hallucinatory experience induced by drugs
GAD,an anxiety disorder characterized by chronic free-floating anxiety and such symptoms as tension or sweating or trembling or lightheadedness or irritability etc. that has lasted for more than six months
PTSD,"an anxiety disorder associated with serious traumatic events and characterized by such symptoms as survivor guilt, reliving the trauma in dreams, numbness and lack of involvement with reality, or recurrent thoughts and images"
mania,a mood disorder; an affective disorder in which the victim tends to respond excessively and sometimes violently
fury,state of violent mental agitation
fugue,dissociative disorder in which a person forgets who they are and leaves home to create a new life; during the fugue there is no memory of the former life; after recovering there is no memory for events during the dissociative state
DTs,acute delirium caused by alcohol poisoning
sprue,a chronic disorder that occurs in tropical and non-tropical forms and in both children and adults; nutrients are not absorbed; symptoms include foul-smelling diarrhea and emaciation
lisp,"a speech defect that involves pronouncing /s/ like voiceless ‘th’, /θ/ and /z/ like voiced ‘th’, /ð/"
upset,an unhappy and worried mental state
fret,agitation resulting from active worry
stew,agitation resulting from active worry
sweat,agitation resulting from active worry
fuss,an excited state of agitation
flap,an excited state of agitation
blues,a state of depression
funk,a state of nervous depression
dumps,an informal expression for a mildly depressed state
mopes,an informal expression for a mildly depressed state
high,a state of altered consciousness induced by alcohol or narcotics
high,a state of sustained elation
panic,sudden mass fear and anxiety over anticipated events
scare,sudden mass fear and anxiety over anticipated events
fit,a display of bad temper
scene,a display of bad temper
huff,a state of irritation or annoyance
miff,a state of irritation or annoyance
snit,a state of agitated irritation
spell,a psychological state induced by (or as if induced by) a magical incantation
bitch,an unpleasant difficulty
pinch,a painful or straitened circumstance
hole,informal terms for a difficult situation
mess,informal terms for a difficult situation
mire,a difficulty or embarrassment that is hard to extricate yourself from
vogue,a current state of general acceptance and use
appro,an informal British abbreviation of approval
anomy,personal state of isolation and anxiety resulting from a lack of social control and regulation
bosom,the chest considered as the place where secret thoughts are kept
union,the state of being joined or united or linked
link,the state of being connected
wreck,something or someone that has suffered ruin or dilapidation
youth,early maturity; the state of being young or immature or inexperienced
grade,a relative position or degree of value in a graded group
level,a relative position or degree of value in a graded group
tier,a relative position or degree of value in a graded group
step,relative position in a graded series
cut,a step on some scale
rank,relative status
GCSE,the basic level of a subject taken in school
caste,social status or position conferred by a system based on class
glare,a focus of public attention
focus,special emphasis attached to something
note,high status importance owing to marked superiority
king,preeminence in a particular category or group or field
limbo,the state of being disregarded or forgotten
honor,the state of being honored
glory,a state of high honor
fame,the state or quality of being widely honored and acclaimed
stock,the reputation and popularity a person has
name,a person's reputation
fame,favorable public reputation
shame,a state of dishonor
depth,(usually plural) a low moral state
odium,state of disgrace resulting from detestable behavior
rule,dominance or power through legal authority
reign,royal authority; the dominion of a monarch
bane,something causing misery or death
curse,something causing misery or death
ease,the condition of being comfortable or relieved (especially after being relieved of distress)
woe,misery resulting from affliction
need,a condition requiring relief
lack,the state of needing something that is absent or unavailable
want,the state of needing something that is absent or unavailable
hurry,a condition of urgency making it necessary to hurry
haste,a condition of urgency making it necessary to hurry
press,the state of demanding notice or attention
crabs,infestation of the pubic hair by crab lice
void,the state of nonexistence
nude,without clothing (especially in the phrase ‘in the nude’)
raw,informal terms for nakedness
grace,(Christian theology) a state of sanctification by God; the state of one who is under such divine influence
couth,(used facetiously) refinement
dream,someone or something wonderful
unity,an undivided or unbroken completeness or totality with nothing wanting
works,everything available; usually preceded by ‘the’
flaw,an imperfection in a plan or theory or legal document that causes it to fail or that reduces its effectiveness
flaw,defect or weakness in a person's character
fault,an imperfection in an object or machine
flaw,an imperfection in an object or machine
bug,"a fault or defect in a computer program, system, or machine"
hole,a fault
wart,an imperfection in someone or something that is suggestive of a wart (especially in smallness or unattractiveness)
varus,a deformity in which part of a limb is turned inward to an abnormal degree
TSS,syndrome resulting from a serious acute (sometimes fatal) infection associated with the presence of staphylococcus; characterized by fever and diarrhea and nausea and diffuse erythema and shock; occurs especially in menstruating women using highly absorbent tampons
fate,your overall circumstances or condition in life (including everything that happens to you)
luck,your overall circumstances or condition in life (including everything that happens to you)
lot,your overall circumstances or condition in life (including everything that happens to you)
boon,a desirable state
mercy,something for which to be thankful
sewer,misfortune resulting in lost effort or money
throe,hard or painful trouble or struggle
cross,any affliction that causes great suffering
state,(chemistry) the three traditional states of matter are solids (fixed shape and volume) and liquids (fixed volume and shaped by the container) and gases (filling the container)
phase,(physical chemistry) a distinct state of matter in a system; matter that is identical in chemical composition and physical state and separated from other material by the phase boundary
form,(physical chemistry) a distinct state of matter in a system; matter that is identical in chemical composition and physical state and separated from other material by the phase boundary
solid,the state in which a substance has no tendency to flow under moderate stress; resists forces (such as compression) that tend to deform it; and retains a definite size and shape
gas,the state of matter distinguished from the solid and liquid states by: relatively low density and viscosity; relatively great expansion and contraction with changes in pressure and temperature; the ability to diffuse readily; and the spontaneous tendency to become distributed uniformly throughout any container
day,a period of opportunity
room,opportunity for
say,the chance to speak
shot,a chance to do something
crack,a chance to do something
throw,a single chance or instance
nadir,an extreme state of adversity; the lowest point of anything
alloy,the state of impairing the quality or reducing the value of something
taint,the state of being contaminated
boom,a state of economic prosperity
slump,a long-term economic state characterized by unemployment and low prices and low levels of trade and investment
debt,the state of owing something (especially money)
score,an amount due (as at a restaurant or bar)
ease,a freedom from financial difficulty that promotes a comfortable state
want,a state of extreme poverty
need,a state of extreme poverty or destitution
filth,a state characterized by foul or disgusting dirt and refuse
tilth,the state of aggregation of soil and its condition for supporting plant growth
order,a condition of regular or proper arrangement
trim,a state of arrangement or appearance
dirt,anything regarded as making something unclean
filth,anything regarded as making something unclean
grime,anything regarded as making something unclean
soil,anything regarded as making something unclean
stain,anything regarded as making something unclean
dinge,discoloration due to dirtiness
mess,a state of confusion and disorderliness
muss,a state of confusion and disorderliness
warp,a twist or aberration; especially a perverse or abnormal way of judging or acting
PKU,a genetic disorder of metabolism; lack of the enzyme needed to turn phenylalanine into tyrosine results in an accumulation of phenylalanine in the body fluids which causes various degrees of mental deficiency
ileus,blockage of the intestine (especially the ileum) that prevents the contents of the intestine from passing to the lower bowel
scope,the state of the environment in which a situation exists
home,an environment offering affection and security
area,a particular environment or walk of life
orbit,a particular environment or walk of life
field,a particular environment or walk of life
arena,a particular environment or walk of life
front,a sphere of activity involving effort
land,a domain in which something is dominant
realm,a domain in which something is dominant
lap,an area of control or responsibility
miasm,unhealthy vapors rising from the ground or other sources
smog,air pollution by a mixture of smoke and fog
clime,the weather in some location averaged over some long period of time
high,an air mass of higher than normal pressure
low,an air mass of lower pressure; often brings precipitation
fog,an atmosphere in which visibility is reduced because of a cloud of some substance
murk,an atmosphere in which visibility is reduced because of a cloud of some substance
fug,(British informal) an airless smoky smelly atmosphere
lull,a period of calm weather
mood,the prevailing psychological state
cloud,a cause of worry or gloom or trouble
gloom,an atmosphere of depression and melancholy
miasm,an unwholesome atmosphere
tone,the general atmosphere of a place or situation and the effect that it has on people
feel,the general atmosphere of a place or situation and the effect that it has on people
look,the general atmosphere of a place or situation and the effect that it has on people
smell,the general atmosphere of a place or situation and the effect that it has on people
atopy,an allergic reaction that becomes apparent in a sensitized person only minutes after contact
wet,wetness caused by water
damp,a slight wetness
peace,the general security of public places
peril,a source of danger; a possibility of incurring loss or misfortune
risk,a source of danger; a possibility of incurring loss or misfortune
peril,a state of danger involving risk
tonus,"the elastic tension of living muscles, arteries, etc. that facilitate response to stimuli"
tone,"the elastic tension of living muscles, arteries, etc. that facilitate response to stimuli"
atony,lack of normal muscular tension or tonus
shape,the state of (good) health (especially in the phrases ‘in condition’ or ‘in shape’ or ‘out of condition’ or ‘out of shape’)
gimp,disability of walking due to crippling of the legs or feet
palsy,loss of the ability to move a body part
decay,an inferior state resulting from the process of decaying
rot,a state of decay usually accompanied by an offensive odor
ruin,an irrecoverable state of devastation and destruction
wear,impairment resulting from long use
end,a final state
death,a final state
dark,absence of moral or spiritual values
light,a condition of spiritual awareness; divine illumination
sale,the state of being purchasable; offered or exhibited for selling
wall,a difficult or awkward situation
NGU,sexually transmitted urethritis (usually caused by chlamydia)
NSU,inflammation of the urethra of unknown cause
slot,a position in a hierarchy or organization
MERS,a viral disease caused by MERS-CoV that is typically transmitted from camels
fuck,Strongly and emphatically all of something
stuff,the tangible substance that goes into the makeup of a physical object
ylem,(cosmology) the original matter that (according to the big bang theory) existed before the formation of the chemical elements
chyme,a semiliquid mass of partially digested food that passes from the stomach through the pyloric sphincter into the duodenum
glop,any gummy shapeless matter; usually unpleasant
dross,worthless or dangerous material that should be removed
assay,a substance that is undergoing an analysis of its components
atom,(nontechnical usage) a tiny piece of anything
mote,(nontechnical usage) a tiny piece of anything
speck,(nontechnical usage) a tiny piece of anything
floc,a small loosely aggregated mass of flocculent material suspended in or precipitated from a liquid
alloy,a mixture containing two or more metallic elements or metallic and nonmetallic elements usually fused together or dissolving into each other when molten
metal,a mixture containing two or more metallic elements or metallic and nonmetallic elements usually fused together or dissolving into each other when molten
gel,a colloid in a more solid form than a sol
sol,a colloid that has a continuous liquid phase in which a solid is suspended in a liquid
ABS,any of a class of composite plastics used to make car bodies and cases for computers and other appliances
Mylar,a thin polyester film
saran,any of various thermoplastic resins used to make things
acyl,any group or radical of the form RCO- where R is an organic group
PVA,a vinyl polymer used especially in paints or adhesives
PVC,a polymer of vinyl chloride used instead of rubber in electric cables
DDT,an insecticide that is also toxic to animals and humans; banned in the United States since 1972
adobe,the clay from which adobe bricks are made
argil,a white clay (especially a white clay used by potters)
CFC,a fluorocarbon with chlorine; formerly used as a refrigerant and as a propellant in aerosol cans
dopa,amino acid that is formed in the liver and converted into dopamine in the brain
enol,an organic compound that contains a hydroxyl group bonded to a carbon atom which in turn is doubly bonded to another carbon atom
GABA,an amino acid that is found in the central nervous system; acts as an inhibitory neurotransmitter
acid,any of various water-soluble compounds having a sour taste and capable of turning litmus red and reacting with a base to form a salt
HN,a colorless explosive liquid that is volatile and poisonous and foul-smelling
HCFC,a fluorocarbon that is replacing chlorofluorocarbon as a refrigerant and propellant in aerosol cans; considered to be somewhat less destructive to the atmosphere
alkyl,any of a series of univalent groups of the general formula CnH2n+1 derived from aliphatic hydrocarbons
allyl,the univalent unsaturated organic radical C3H5; derived from propylene
amino,the radical -NH2
amyl,a hydrocarbon radical that occurs in many organic compounds
base,any of various water-soluble compounds capable of turning litmus blue and reacting with an acid to form a salt and water
atom,(physics and chemistry) the smallest component of an element having the chemical properties of the element
label,a radioactive isotope that is used in a compound in order to trace the mechanism of a chemical reaction
halon,a compound in which the hydrogen atoms of a hydrocarbon have been replaced by bromine and other halogen atoms; very stable; used in fire extinguishers although it is thought to release bromine that depletes the ozone layer
monad,(chemistry) an atom having a valence of one
group,(chemistry) two or more atoms bound together as a single unit and forming part of a molecule
metal,any of several chemical elements that are usually shiny solids that conduct heat or electricity and can be formed into sheets etc.
Ac,a radioactive element of the actinide series; found in uranium ores
Al,a silvery ductile metallic element found primarily in bauxite
alum,a white crystalline double sulfate of aluminum: the potassium double sulfate of aluminum
alum,a white crystalline double sulfate of aluminum: the ammonium double sulfate of aluminum
Am,a radioactive transuranic metallic element; discovered by bombarding uranium with helium atoms
Sb,a metallic element having four allotropic forms; used in a wide variety of alloys; found in stibnite
argon,a colorless and odorless inert gas; one of the six inert gases; comprises approximately 1% of the earth's atmosphere
Ar,a colorless and odorless inert gas; one of the six inert gases; comprises approximately 1% of the earth's atmosphere
As,a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and in various alloys; found in arsenopyrite and orpiment and realgar
At,a highly unstable radioactive element (the heaviest of the halogen series); a decay product of uranium and thorium
Ba,a soft silvery metallic element of the alkali earth group; found in barite
Bk,a radioactive transuranic element; discovered by bombarding americium with helium
Be,a light strong brittle grey toxic bivalent metallic element
Bi,a heavy brittle diamagnetic trivalent metallic element (resembles arsenic and antimony chemically); usually recovered as a by-product from ores of other metals
Bh,a transuranic element with atomic number 107
boron,a trivalent metalloid element; occurs both in a hard black crystal and in the form of a yellow or brown powder
B,a trivalent metalloid element; occurs both in a hard black crystal and in the form of a yellow or brown powder
Br,a nonmetallic heavy volatile corrosive dark brown liquid element belonging to the halogens; found in sea water
Cd,a soft bluish-white ductile malleable toxic bivalent metallic element; occurs in association with zinc ores
Ca,a white metallic element that burns with a brilliant light; the fifth most abundant element in the earth's crust; an important component of most plants and animals
Cf,a radioactive transuranic element; discovered by bombarding curium with alpha particles
C,an abundant nonmetallic tetravalent element occurring in three allotropic forms: amorphous carbon and graphite and diamond; occurs in all organic compounds
Ce,a ductile grey metallic element of the lanthanide series; used in lighter flints; the most abundant of the rare-earth group
Cs,a soft silver-white ductile metallic element (liquid at normal temperatures); the most electropositive and alkaline metal
Cl,a common nonmetallic element belonging to the halogens; best known as a heavy yellow irritating toxic gas; used to purify water and as a bleaching agent and disinfectant; occurs naturally only as a salt (as in sea water)
Cr,a hard brittle multivalent metallic element; resistant to corrosion and tarnishing
Co,a hard ferromagnetic silver-white bivalent or trivalent metallic element; a trace element in plant and animal nutrition
Cu,a ductile malleable reddish-brown corrosion-resistant diamagnetic metallic element; occurs in various minerals but is the only metal that occurs abundantly in large masses; used as an electrical and thermal conductor
Cm,a radioactive transuranic metallic element; produced by bombarding plutonium with helium nuclei
Ds,"a radioactive transuranic element, with atomic number 110"
Db,a transuranic element with atomic number 105
Dy,a trivalent metallic element of the rare earth group; forms compounds that are highly magnetic
Es,a radioactive transuranic element produced by bombarding plutonium with neutrons
E,a radioactive transuranic element produced by bombarding plutonium with neutrons
Er,a trivalent metallic element of the rare earth group; occurs with yttrium
Eu,a bivalent and trivalent metallic element of the rare earth group
Fm,a radioactive transuranic metallic element produced by bombarding plutonium with neutrons
F,a nonmetallic univalent element belonging to the halogens; usually a yellow irritating toxic flammable gas; a powerful oxidizing agent; recovered from fluorite or cryolite or fluorapatite
Fr,a radioactive element of the alkali-metal group discovered as a disintegration product of actinium
Gd,a ductile silvery-white ductile ferromagnetic trivalent metallic element of the rare earth group
Ga,a rare silvery (usually trivalent) metallic element; brittle at low temperatures but liquid above room temperature; occurs in trace amounts in bauxite and zinc ores
Ge,a brittle grey crystalline element that is a semiconducting metalloid (resembling silicon) used in transistors; occurs in germanite and argyrodite
gold,a soft yellow malleable ductile (trivalent and univalent) metallic element; occurs mainly as nuggets in rocks and alluvial deposits; does not react with most chemicals but is attacked by chlorine and aqua regia
Au,a soft yellow malleable ductile (trivalent and univalent) metallic element; occurs mainly as nuggets in rocks and alluvial deposits; does not react with most chemicals but is attacked by chlorine and aqua regia
Hf,a grey tetravalent metallic element that resembles zirconium chemically and is found in zirconium minerals; used in filaments for its ready emission of electrons
Hs,"a radioactive transuranic element, with atomic number 108"
He,a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas)
Ho,a trivalent metallic element of the rare earth group; occurs together with yttrium; forms highly magnetic compounds
H,a nonmetallic univalent element that is normally a colorless and odorless highly flammable diatomic gas; the simplest and lightest and most abundant element in the universe
In,a rare soft silvery metallic element; occurs in small quantities in sphalerite
iodin,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
I,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
Ir,a heavy brittle metallic element of the platinum group; used in alloys; occurs in natural alloys with platinum or osmium
iron,a heavy ductile magnetic metallic element; is silver-white in pure form but readily rusts; used in construction and tools and armament; plays a role in the transport of oxygen by the blood
Fe,a heavy ductile magnetic metallic element; is silver-white in pure form but readily rusts; used in construction and tools and armament; plays a role in the transport of oxygen by the blood
Kr,a colorless element that is one of the six inert gasses; occurs in trace amounts in air
La,a white soft metallic element that tarnishes readily; occurs in rare earth minerals and is usually classified as a rare earth
Lr,a radioactive transuranic element synthesized from californium
lead,a soft heavy toxic malleable metallic element; bluish white when freshly cut but tarnishes readily to dull grey
Pb,a soft heavy toxic malleable metallic element; bluish white when freshly cut but tarnishes readily to dull grey
Li,a soft silver-white univalent element of the alkali metal group; the lightest metal known; occurs in several minerals
Lu,a trivalent metallic element of the rare earth group; usually occurs in association with yttrium
Mg,a light silver-white ductile bivalent metallic element; in pure form it burns with brilliant white flame; occurs naturally only in combination (as in magnesite and dolomite and carnallite and spinel and olivine)
Mn,a hard brittle grey polyvalent metallic element that resembles iron but is not magnetic; used in making steel; occurs in many minerals
Mt,"a radioactive transuranic element, with atomic number 109"
Md,a radioactive transuranic element synthesized by bombarding einsteinium with alpha particles (Md is the current symbol for mendelevium but Mv was formerly the symbol)
Mv,a radioactive transuranic element synthesized by bombarding einsteinium with alpha particles (Md is the current symbol for mendelevium but Mv was formerly the symbol)
Hg,a heavy silvery toxic univalent and bivalent metallic element; the only metal that is liquid at ordinary temperatures
Mo,a polyvalent metallic element that resembles chromium and tungsten in its properties; used to strengthen and harden steel
Nd,a yellow trivalent metallic element of the rare earth group; occurs in monazite and bastnasite in association with cerium and lanthanum and praseodymium
neon,a colorless odorless gaseous element that gives a red glow in a vacuum tube; one of the six inert gasses; occurs in the air in small amounts
Ne,a colorless odorless gaseous element that gives a red glow in a vacuum tube; one of the six inert gasses; occurs in the air in small amounts
Np,a radioactive transuranic metallic element; found in trace amounts in uranium ores; a by-product of the production of plutonium
Ni,a hard malleable ductile silvery metallic element that is resistant to corrosion; used in alloys; occurs in pentlandite and smaltite and garnierite and millerite
Nb,a soft grey ductile metallic element used in alloys; occurs in niobite; formerly called columbium
N,a common nonmetallic element that is normally a colorless odorless tasteless inert diatomic gas; constitutes 78 percent of the atmosphere by volume; a constituent of all living tissues
No,a radioactive transuranic element synthesized by bombarding curium with carbon ions; 7 isotopes are known
Os,a hard brittle blue-grey or blue-black metallic element that is one of the platinum metals; the heaviest metal known
O,a nonmetallic bivalent element that is normally a colorless odorless tasteless nonflammable diatomic gas; constitutes 21 percent of the atmosphere by volume; the most abundant element in the earth's crust
Pd,a silver-white metallic element of the platinum group that resembles platinum; occurs in some copper and nickel ores; does not tarnish at ordinary temperatures and is used (alloyed with gold) in jewelry
P,a multivalent nonmetallic element of the nitrogen family that occurs commonly in inorganic phosphate rocks and as organic phosphates in all living cells; is highly reactive and occurs in several allotropic forms
Pt,a heavy precious metallic element; grey-white and resistant to corroding; occurs in some nickel and copper ores and is also found native in some deposits
Pu,a solid silvery grey radioactive transuranic element whose atoms can be split when bombarded with neutrons; found in minute quantities in uranium ores but is usually synthesized in nuclear reactors; 13 isotopes are known with the most important being plutonium 239
Po,a radioactive metallic element that is similar to tellurium and bismuth; occurs in uranium ores but can be produced by bombarding bismuth with neutrons in a nuclear reactor
K,a light soft silver-white metallic element of the alkali metal group; oxidizes rapidly in air and reacts violently with water; is abundant in nature in combined forms occurring in sea water and in carnallite and kainite and sylvite
Pr,a soft yellowish-white trivalent metallic element of the rare earth group; can be recovered from bastnasite or monazite by an ion-exchange process
Pm,a soft silvery metallic element of the rare earth group having no stable isotope; was discovered in radioactive form as a fission product of uranium
Pa,a short-lived radioactive metallic element formed from uranium and disintegrating into actinium and then into lead
Ra,an intensely radioactive metallic element that occurs in minute amounts in uranium ores
radon,a radioactive gaseous element formed by the disintegration of radium; the heaviest of the inert gasses; occurs naturally (especially in areas over granite) and is considered a hazard to health
Rn,a radioactive gaseous element formed by the disintegration of radium; the heaviest of the inert gasses; occurs naturally (especially in areas over granite) and is considered a hazard to health
Re,a rare heavy polyvalent metallic element that resembles manganese chemically and is used in some alloys; is obtained as a by-product in refining molybdenum
Rh,a white hard metallic element that is one of the platinum group and is found in platinum ores; used in alloys with platinum
Rg,"a radioactive transuranic element, with atomic number 111"
Rb,a soft silvery metallic element of the alkali metal group; burns in air and reacts violently in water; occurs in carnallite and lepidolite and pollucite
Ru,a rare polyvalent metallic element of the platinum group; it is found associated with platinum
Rf,a radioactive transuranic element which has been synthesized
Sm,a grey lustrous metallic element of the rare earth group; is used in special alloys; occurs in monazite and bastnasite
Sc,a white trivalent metallic element; sometimes classified in the rare earth group; occurs in the Scandinavian mineral thortveitite
Sg,a transuranic element with atomic number 106
Se,a toxic nonmetallic element related to sulfur and tellurium; occurs in several allotropic forms; a stable grey metallike allotrope conducts electricity better in the light than in the dark and is used in photocells; occurs in sulfide ores (as pyrite)
Si,a tetravalent nonmetallic element; next to oxygen it is the most abundant element in the earth's crust; occurs in clay and feldspar and granite and quartz and sand; used as a semiconductor in transistors
Ag,a soft white precious univalent metallic element having the highest electrical and thermal conductivity of any metal; occurs in argentite and in free form; used in coins and jewelry and tableware and photography
Na,a silvery soft waxy metallic element of the alkali metal group; occurs abundantly in natural compounds (especially in salt water); burns with a yellow flame and reacts violently in water; occurs in sea water and in the mineral halite (rock salt)
Sr,a soft silver-white or yellowish metallic element of the alkali metal group; turns yellow in air; occurs in celestite and strontianite
S,an abundant tasteless odorless multivalent nonmetallic element; best known in yellow crystals; occurs in many sulphide and sulphate minerals and even in native form (especially in volcanic regions)
Ta,a hard grey lustrous metallic element that is highly resistant to corrosion; occurs in niobite and fergusonite and tantalite
Tc,a crystalline metallic element not found in nature; occurs as one of the fission products of uranium
Te,a brittle silver-white metalloid element that is related to selenium and sulfur; it is used in alloys and as a semiconductor; occurs mainly as tellurides in ores of copper and nickel and silver and gold
Tb,a metallic element of the rare earth group; used in lasers; occurs in apatite and monazite and xenotime and ytterbite
Tl,a soft grey malleable metallic element that resembles tin but discolors on exposure to air; it is highly toxic and is used in rodent and insect poisons; occurs in zinc blende and some iron ores
Th,a soft silvery-white tetravalent radioactive metallic element; isotope 232 is used as a power source in nuclear reactors; occurs in thorite and in monazite sands
Tm,a soft silvery metallic element of the rare earth group; isotope 170 emits X-rays and is used in small portable X-ray machines; it occurs in monazite and apatite and xenotime
tin,a silvery malleable metallic element that resists corrosion; used in many alloys and to coat other metals to prevent corrosion; obtained chiefly from cassiterite where it occurs as tin oxide
Sn,a silvery malleable metallic element that resists corrosion; used in many alloys and to coat other metals to prevent corrosion; obtained chiefly from cassiterite where it occurs as tin oxide
Ti,a light strong grey lustrous corrosion-resistant metallic element used in strong lightweight alloys (as for airplane parts); the main sources are rutile and ilmenite
W,a heavy grey-white metallic element; the pure form is used mainly in electrical applications; it is found in several ores including wolframite and scheelite
Uub,"a radioactive transuranic element, with atomic number 112"
Uuh,"a radioactive transuranic element, with atomic number 116"
Uup,"a radioactive transuranic element, with atomic number 115"
Uut,"a radioactive transuranic element, with atomic number 113"
U,a heavy toxic silvery-white radioactive metallic element; occurs in many isotopes; used for nuclear fuels and nuclear weapons
V,a soft silvery white toxic metallic element used in steel alloys; it occurs in several complex minerals including carnotite and vanadinite
Yb,a soft silvery metallic element; a rare earth of the lanthanide series; it occurs in gadolinite and monazite and xenotime
